Obs,RegOut1,ClassLabel,RegOut2,TimeTouchBps,Input1,Input2,Input3,Input4,Input5
8740,140.4111,FALSE,131.42,4.7837,0.939393939,0,0,0,12.63
8741,25.9794,FALSE,201.57,4.8217,0.797619048,0,0,0,11.95
8742,448.095,TRUE,74.25,85.1247,1,0,0,0,32.52
8743,144.2859,FALSE,74.27,12.3924,0.666666667,0,0,0,29.1
8744,110.4413,FALSE,186.49,2.1927,0.847826087,0,0,0,0
8745,179.3289,TRUE,43.06,26.2979,1,0,0,0,10.54
8746,4011.8404,TRUE,56.62,1164.7024,1,0,0,0,27.8
8747,169.2832,TRUE,80.28,221.8644,1,0,0,0,28.09
8748,157.1061,TRUE,169.42,103.7639,1,0,0,0,27.8
8749,46.7105,FALSE,147.25,13.3946,0.956521739,0.2,0,0,14.19
8750,111.4151,FALSE,376.04,17.0275,0.714285714,0.03658,0,0,33.23
8751,313.5764,TRUE,130.3,69.9915,0.777777778,0,0,0,24.86
8752,142.8836,FALSE,226.51,13.6359,1,0,0,0,29.1
8753,310.5233,TRUE,90.16,94.3658,1,0,0,0,37.7
8754,67.4167,FALSE,256.72,2.7625,0.75,0,0,0,9.49
8755,136.7759,FALSE,248.32,3.5863,0.822485207,0.87029,0,0,6.05
8756,709.3578,TRUE,45.49,202.9352,1,0.83333,0,0,10.54
8757,499.6122,TRUE,85.47,706.7264,0.92,0,0,0,15.41
8758,127.2743,FALSE,144.69,18.0322,0.868421053,0,0,0,26.58
8759,35.7971,FALSE,2637.35,2.3011,0.814471243,0,0,0,58.17
8760,27.6847,FALSE,218.06,3.1716,0,0,0,0,35.2
8761,180.1623,TRUE,69.1,119.6912,1,0,0,0,30.1
8762,71.8323,FALSE,2579.66,2.316,0.801724138,0.49482,37.99,97.7674,21.05
8763,103.9947,FALSE,402.56,15.0009,0.950617284,0,0,0,26.75
8764,170.3562,TRUE,246.99,16.2364,0.373493976,0.67924,0,0,14.75
8765,156.9623,TRUE,521.95,29.2454,0.722021661,0,0,0,13.13
8766,201.1372,TRUE,149.76,72.3934,1,0.22222,0,0,27.04
8767,23.4605,FALSE,2625.95,1.2066,0.91858679,0.03707,0,0,38.82
8768,1091.6085,TRUE,145.78,204.9274,1,0,14.16,36.4438,55.81
8769,2089.7799,TRUE,38.74,485.056,1,0,0,0,8.12
8770,168.3436,TRUE,74.49,199.7742,1,0,0,0,14.9
8771,95.3029,FALSE,86.58,9.8069,0.857142857,0,0,0,29.1
8772,68.2412,FALSE,349.4,3.3337,0.847619048,0.88461,0,0,12.81
8773,224.9661,TRUE,82.07,21.9109,0.942857143,0,0,0,9.49
8774,157.1413,TRUE,80.13,13.5239,0.846153846,0,0,0,22.8
8775,52.2308,FALSE,1066.96,2.8382,0.821428571,0.10038,0,0,46.32
8776,242.4499,TRUE,539.06,134.0406,0.971428571,0.52941,0,0,26.95
8777,224.1512,TRUE,152.71,34.6217,0.75,1,0,0,25.26
8778,15.52,FALSE,221.06,38.3387,0,0,0,0,61.99
8779,1094.739,TRUE,60.08,256.771,1,0,0,0,15.97
8780,54.1942,FALSE,167.08,11.9568,0.76,0.5,0,0,27.67
8781,300.8245,TRUE,85.31,105.1216,1,0,0,0,27.26
8782,9433.0121,TRUE,44.15,2739.4462,1,0,0,0,21.43
8783,53.1785,FALSE,257.17,10.5802,0.88372093,0,0,0,12.6
8784,167.0227,TRUE,105.25,11.3013,1,1,0,0,47.87
8785,190.3889,TRUE,155.43,24.9053,0.857142857,0,0,0,25.53
8786,37.0437,FALSE,2242.83,2.7323,0.834118756,0.78071,0,0,117.06
8787,196.6416,TRUE,85.07,170.4383,0.8,0,0,0,21.43
8788,136.2498,FALSE,62.45,3.4772,0.906976744,0,0,0,0
8789,154.9367,TRUE,140.86,94.2862,1,0,0,0,11.84
8790,2085.6388,TRUE,87.92,894.6561,1,0,0,0,26.83
8791,114.1143,FALSE,129.43,2.3109,0.8375,0,0,0,9.83
8792,192.4335,TRUE,120.51,16.5597,0.909090909,0,0,0,0
8793,150.1573,TRUE,171.88,17.3461,1,0,0,0,0
8794,96.1467,FALSE,561.98,6.2783,0.559210526,0,0,0,32.35
8795,218.8457,TRUE,61.61,23.8198,1,1,0,0,24.99
8796,25.9305,FALSE,270.68,4.0299,0.068965517,0,0,0,24.77
8797,86.3092,FALSE,410.83,2.1062,0.905206943,1,0,0,3.23
8798,124.6822,FALSE,109.95,18.293,0.857142857,0,0,0,24.3
8799,231.6837,TRUE,88.92,15.6568,0.72972973,0.11764,0,0,11.62
8800,226.2325,TRUE,35.56,232.9244,1,0,0,0,9.49
8801,1112.3405,TRUE,44.08,336.4591,1,0,0,0,25.91
8802,122.6104,FALSE,60.84,943.0319,1,0,0,0,23.56
8803,88.6105,FALSE,88.59,2.794,0.857142857,0,0,0,24.62
8804,59.8138,FALSE,142.5,2.347,0.792682927,0,0,0,15.18
8805,99.0881,FALSE,255.53,11.1074,0.533333333,0,0,0,13.06
8806,401.8225,TRUE,76.42,103.1307,1,0,0,0,23.25
8807,127.6739,FALSE,188.26,6.9263,0.727272727,0,0,0,23.75
8808,110.3588,FALSE,94.48,8.0358,0.416666667,0,0,0,31.88
8809,79.4323,FALSE,1019.03,1.8345,0.903899721,0.02624,0,0,5.12
8810,99.9591,FALSE,419.22,2.6159,0.814070352,0,0,0,0
8811,758.0684,TRUE,36.21,135.4842,1,0,0,0,22.73
8812,-734.2515,FALSE,88.24,3772.4363,1,0,0,0,23.4
8813,2866.7744,TRUE,34.25,842.0517,1,0,0,0,20.67
8814,213.0446,TRUE,82.92,88.0926,1,0,0,0,25.7
8815,3218.256,TRUE,69.33,10935.1333,0,0,0,0,27.12
8816,137.1863,FALSE,108.17,20.6696,0.8,0.16666,0,0,11.63
8817,173.9896,TRUE,87.58,123.3892,1,0,0,0,29.05
8818,65.4211,FALSE,1264.57,6.946,0.672297297,0.10954,0,0,27.9
8819,144.1385,FALSE,120.07,9.485,0.742857143,0.77142,0,0,24.77
8820,133.3739,FALSE,158.65,611.9473,0.916666667,0,0,0,25.53
8821,274.6854,TRUE,161.83,19.3805,0.958041958,0,0,0,34.3
8822,361.9515,TRUE,141.13,130.5827,0.8125,0.96153,0,0,58.32
8823,78.8152,FALSE,117.06,7.144,0.84,0.75675,0,0,25.53
8824,152.3239,TRUE,96.88,6.6146,0.958333333,0,0,0,1.03
8825,70.2882,FALSE,221.39,1.3757,0.886792453,0,29.09,65.9106,0
8826,52.5592,FALSE,142.96,0.9264,0.699300699,0,0,0,23.25
8827,4770.2271,TRUE,52.86,739.1347,1,0,0,0,22.64
8828,108.9565,FALSE,127.43,13.0609,1,0,0,0,46.94
8829,229.4303,TRUE,109.82,142.7315,1,0,0,0,25.53
8830,162.6139,TRUE,122.07,18.3886,0.64516129,0,0,0,24.57
8831,1137.6938,TRUE,59.87,450.4418,1,0,0,0,22.8
8832,-95.8314,FALSE,99.66,1054.0158,1,0.58333,0,0,25.53
8833,107.3794,FALSE,144.98,5.0847,0.736842105,0.6,0,0,22.8
8834,100.7669,FALSE,157.71,11.0446,0.948717949,0,0,0,25.53
8835,93.5694,FALSE,84.41,6.5259,0.6,0,0,0,25.26
8836,1389.177,TRUE,37.65,518.8214,1,0,0,0,23.56
8837,174.1888,TRUE,89.74,73.7277,1,0,0,0,26.58
8838,94.898,FALSE,347.07,12.2661,0.894230769,0.19607,0,0,39.04
8839,227.7113,TRUE,82.2,501.563,0.9,0,0,0,36.49
8840,56.5783,FALSE,297.47,17.4272,0.914285714,0.41025,0,0,26.98
8841,18.3809,FALSE,395.58,1.2634,0.710365854,0.7616,0,0,43.33
8842,1357.6849,TRUE,266.7,457.3522,0.511278195,0,0,0,34.38
8843,33.2708,FALSE,150.6,12.3101,0.8,0,0,0,25.85
8844,1173.5555,TRUE,55.83,414.2001,0.666666667,0,0,0,27.12
8845,17498.8829,TRUE,142.52,15816.7029,0.666666667,0,0,0,24.77
8846,98.0666,FALSE,95.74,4.5751,0.55,0,0,0,27.2
8847,86.6524,FALSE,132.59,6.6461,0.897435897,0.87234,0,0,24.3
8848,106.9686,FALSE,318.83,8.4557,0.579710145,0,0,0,24.77
8849,563.1949,TRUE,958.83,398.9501,0.962962963,0.03018,0,0,32.59
8850,330.5287,TRUE,80.81,71.2933,0.4,0,0,0,31.54
8851,745.069,TRUE,121.83,131.4099,1,0,0,0,56.66
8852,373.1715,TRUE,79.41,75.271,0.869565217,0,0,0,26.83
8853,66.3155,FALSE,87.9,7.3337,0.823529412,0,0,0,25.39
8854,1914.4125,TRUE,179.8,177.7961,1,0.90625,0,0,34.23
8855,1164.5549,TRUE,34.6,891.5548,1,0,0,0,26.83
8856,109.9421,FALSE,215.83,8.37,0.720930233,0,0,0,31.6
8857,53.5959,FALSE,124.59,7.134,0.555555556,0,0,0,27.13
8858,119.8632,FALSE,60.43,6.5449,1,1,0,0,25.53
8859,48.4556,FALSE,179.67,8.112,0.775862069,0,0,0,26.44
8860,112.9509,FALSE,230.35,5.8842,0.817567568,0.10638,0,0,26.24
8861,2070.6254,TRUE,64.98,784.5931,0.833333333,0.85714,0,0,25.53
8862,145.8865,FALSE,124.74,16.7662,0.777777778,0.28571,0,0,29.85
8863,77.409,FALSE,169.64,15.3427,0.789473684,0,0,0,23.43
8864,214.1503,TRUE,150.07,54.2788,1,0.86363,0,0,64.78
8865,34.9584,FALSE,117.34,2.5227,0.85,0,0,0,23.57
8866,54.8134,FALSE,123.86,9.8855,0.945054945,0.89361,0,0,31.32
8867,17980.0112,TRUE,91.84,6316.5138,0.666666667,0.875,0,0,39.81
8868,3285.1574,TRUE,40.27,1785.2235,1,0,0,0,26.83
8869,65.6262,FALSE,238,31.0745,1,0,0,0,23.25
8870,261.3062,TRUE,357.81,9.2207,0.954653938,0,0,0,2.97
8871,115.6399,FALSE,51.71,15.8973,1,0,0,0,25.39
8872,89.2877,FALSE,120.01,9.485,0.85,0,0,0,25.06
8873,51.5595,FALSE,108.54,8.9059,0.6,0,0,0,23.25
8874,90.2758,FALSE,768.07,17.232,0.742424242,0.14349,0,0,50.13
8875,187.2111,TRUE,70.22,15.3855,0.75,0,0,0,24.77
8876,66.5484,FALSE,210.24,3.5976,0,0,0,0,49.29
8877,130.7081,FALSE,113.46,23.0613,1,0.4375,0,0,23.25
8878,467.7585,TRUE,73.31,88.4673,0.785714286,0.85714,0,0,23.25
8879,6229.1539,TRUE,33,3658.6488,0,1,0,0,21.12
8880,-3.7251,FALSE,206.44,12.0728,0,0,0,0,61.41
8881,4532.3722,TRUE,57.87,940.6076,1,0,0,0,25.53
8882,67.7938,FALSE,155.84,17.5744,0.818181818,0,0,0,25.35
8883,201.4345,TRUE,370.36,61.4741,0.76744186,0.01176,0,0,26.99
8884,90.7309,FALSE,134.68,5.1414,0.933333333,0,0,0,24.36
8885,459.6679,TRUE,32.82,386.3973,1,0,0,0,23.25
8886,1284.3016,TRUE,69.67,3639.0268,0,0,0,0,23.25
8887,918.0964,TRUE,133.29,380.2784,0.864864865,0.33333,0,0,53.42
8888,189.7582,TRUE,104.8,56.7543,0,0,0,0,23.25
8889,118.7217,FALSE,197.29,7.3035,0.727272727,0,0,0,23.57
8890,85.0323,FALSE,90.13,3.7264,1,0,0,0,24.3
8891,187.8673,TRUE,53.32,86.4673,1,0.5,0,0,25.39
8892,261.729,TRUE,87.5,108.633,0,0,0,0,25.53
8893,686.0894,TRUE,102.8,248.7653,1,1,0,0,30.1
8894,191.5135,TRUE,440.56,59.387,0.98156682,0.07692,0,0,27.77
8895,159.588,TRUE,131.83,154.832,1,0,0,0,26.58
8896,1269.3433,TRUE,65.64,166.4343,0.791666667,0.84375,0,0,24.91
8897,82.9915,FALSE,102.65,1.4142,0.978947368,0,0,0,35.16
8898,727.0813,TRUE,51.27,282.712,0.846153846,0,0,0,23.4
8899,3638.2953,TRUE,86.07,1831.488,1,0,0,0,25.82
8900,207.504,TRUE,94.69,10.9554,0.545454545,0,0,0,24.77
8901,26.4124,FALSE,65.05,2.2474,1,0,0,0,24.99
8902,849.8993,TRUE,79.19,488.6581,0.903225806,0,0,0,31.69
8903,87.5635,FALSE,67.8,227.8205,1,0,0,0,27.67
8904,-493.9829,FALSE,97.53,3819.7694,0,0,0,0,30.69
8905,136.8526,FALSE,282.95,33.4747,0.829545455,0,0,0,7.92
8906,139.7994,FALSE,150.06,18.3058,1,0,0,0,25.39
8907,2976.3456,TRUE,85.75,1370.1674,1,0,0,0,21.12
8908,114.4826,FALSE,241.86,23.6352,0.858974359,0,0,0,24.3
8909,99.374,FALSE,106.87,14.9552,0.75,0,0,0,26.58
8910,127.2556,FALSE,73.64,7.96,1,1,0,0,23.25
8911,98.5781,FALSE,238.09,4.7119,0.939393939,0,0,0,23.25
8912,116.0832,FALSE,149.14,17.411,0.804878049,0.3421,0,0,26.44
8913,112.1853,FALSE,454.46,14.6195,0.694915254,0.01923,0,0,27.28
8914,1649.3042,TRUE,51.94,573.6164,1,0,0,0,25.94
8915,74.1418,FALSE,437.14,9.4245,0.813333333,0.31578,0,0,23.57
8916,209.7235,TRUE,97.67,21.0524,1,0.28571,0,0,23.25
8917,49.8971,FALSE,554.92,7.1781,0.824742268,0.89547,0,0,183.61
8918,97.3013,FALSE,119.66,10.3502,1,0,0,0,24.84
8919,29.9363,FALSE,202.95,1.7752,0.804878049,0.5,0,0,25.39
8920,480.4673,TRUE,152.62,191.5832,0.768115942,0.88235,0,0,27.12
8921,94.1306,FALSE,186.68,29.5644,0.840909091,0,0,0,32.77
8922,108.0923,FALSE,81.98,7.3514,0.823529412,0,0,0,23.81
8923,189.6331,TRUE,120.65,22.7707,0.735294118,0,0,0,24.82
8924,1325.2681,TRUE,67.78,461.7813,0.967741935,0,0,0,45.13
8925,27126.2013,TRUE,42.29,7182.9771,0,0,0,0,24.77
8926,157.0985,TRUE,53.31,701.0219,1,0.78947,0,0,27.67
8927,104.3891,FALSE,125.26,9.8261,0.761904762,0,0,0,23.25
8928,2281.5121,TRUE,37.28,705.1153,1,0,0,0,23.4
8929,91.0743,FALSE,205.02,21.974,0.677419355,0,0,0,51.99
8930,278.3891,TRUE,101.77,43.6786,0.854166667,0,0,0,25.82
8931,94.6635,FALSE,82.43,1103.3758,0,0,0,0,23.25
8932,23.83,FALSE,174.33,17.9073,0.958333333,0,0,0,35.78
8933,1190.5103,TRUE,87.46,745.3448,1,0,0,0,24.77
8934,556.3125,TRUE,55.95,523.2798,0,0,0,0,21.12
8935,95.2257,FALSE,227,7.6256,0,0,0,0,26.91
8936,179.1323,TRUE,186.65,22.2011,0.818181818,0.41176,0,0,23.25
8937,168.353,TRUE,87.39,263.0573,1,0,0,0,29.6
8938,55.397,FALSE,253.98,5.7696,0.842105263,0.9,0,0,21.12
8939,42.2861,FALSE,1129.82,6.1236,0.9730821,0.97867,0,0,116.48
8940,193.3789,TRUE,146.59,58.3669,0.384615385,0,0,0,31.64
8941,188.0108,TRUE,71.67,42.5223,0.9,0,0,0,8.68
8942,1683.9919,TRUE,107.48,562.8417,1,0,0,0,27.12
8943,173.849,TRUE,169.04,24.3489,0.862068966,0.87878,0,0,23.25
8944,61.1784,FALSE,89.81,4.7164,0.684210526,0,0,0,39.85
8945,443.1795,TRUE,115.9,266.9627,0,0,0,0,23.25
8946,71.308,FALSE,215.24,2.4939,1,0,0,0,23.25
8947,95.1449,FALSE,239,9.2639,0.933333333,0,0,0,23.25
8948,154.8328,TRUE,55.09,11.4952,0.928571429,0,0,0,23.94
8949,158.3108,TRUE,275.31,51.2466,0.971428571,0,0,0,60.56
8950,169.9869,TRUE,160.77,141.2249,0,0,0,0,26.58
8951,226.4359,TRUE,82.65,50.7808,1,0,0,0,23.25
8952,374.5634,TRUE,114.42,101.341,1,0.96153,0,0,23.25
8953,56.6753,FALSE,200.65,3.0877,0.754385965,0.75862,0,0,33.88
8954,200.9579,TRUE,148.16,451.9665,0.952380952,0.59722,0,0,24.62
8955,73.3491,FALSE,399.15,2.2208,0.87295082,0,0,0,31.58
8956,112.9576,FALSE,177.9,7.3576,0.706666667,0,0,0,39.84
8957,101.2189,FALSE,228.13,10.4909,0.678571429,0,0,0,25.82
8958,60.3992,FALSE,137.77,3.835,0.795454545,0,0,0,29.57
8959,982.7193,TRUE,53.63,731.8665,1,0,0,0,29.81
8960,168.1062,TRUE,233.13,50.9083,0.923076923,0.3125,0,0,26.58
8961,80.3586,FALSE,140.18,4.6531,0.774647887,0.98275,0,0,26.58
8962,122.878,FALSE,237.16,25.3101,1,0,0,0,6.85
8963,148.9861,FALSE,207.81,59.5836,0.976190476,0,0,0,27.49
8964,1846.4122,TRUE,44.68,563.7838,0,0,0,0,21.12
8965,105.9118,FALSE,272.34,4.5973,0.68627451,0,0,0,30.43
8966,45.1641,FALSE,140.94,6.771,0.92,0,0,0,0
8967,666.5775,TRUE,72.97,248.3249,1,0,0,0,21.12
8968,125.4553,FALSE,286.06,22.5165,0.761904762,0.64516,0,0,41.32
8969,2021.0799,TRUE,35.8,881.3169,1,0,0,0,23.25
8970,12525.8827,TRUE,99.22,6297.6945,1,0,0,0,30.37
8971,2161.9921,TRUE,56.92,1282.1193,1,0,0,0,23.25
8972,122.7138,FALSE,58.23,13.2364,1,1,0,0,30.1
8973,132.6925,FALSE,79.16,11.9283,0.666666667,0,0,0,26.83
8974,144.8703,FALSE,160.31,22.1138,1,0.5,0,0,30.98
8975,325.3632,TRUE,265.68,166.1692,0.882352941,0.01234,0,0,48.88
8976,743.1295,TRUE,35.22,131.5863,1,0,0,0,23.25
8977,36.5902,FALSE,1813.01,6.7545,0.783018868,0.66978,0,0,30.95
8978,9953.2097,TRUE,32.5,2345.1141,1,0,0,0,21.12
8979,70.5569,FALSE,59.83,12.3015,0.526315789,0,0,0,26.77
8980,0,FALSE,64.99,0,0,0,0,0,30.1
8981,152.6287,TRUE,83.55,40.263,0.666666667,0,0,0,23.25
8982,330.8655,TRUE,73.11,47.6661,0.8,0.82352,0,0,40.35
8983,441.8028,TRUE,42.65,272.1058,1,0,0,0,27.53
8984,75.2954,FALSE,571.93,1.6072,0.827777778,0.51929,20.12,67.6961,53.6
8985,0,FALSE,71.58,0,0,0,0,0,24.7
8986,95.1392,FALSE,432.42,6.1115,0.791044776,0.35514,0,0,24.77
8987,117.8819,FALSE,316.01,11.0168,0.777777778,0,0,0,35.87
8988,20.156,FALSE,234.16,2.4248,0,0,0,0,38.47
8989,194.323,TRUE,47.95,49.6384,1,0,0,0,25.39
8990,0,FALSE,165,0,0,0,0,0,45.73
8991,124.1847,FALSE,156.67,46.9663,0,0,0,0,31.4
8992,3120.3715,TRUE,41.33,954.0091,1,0,0,0,29.41
8993,188.2978,TRUE,103.88,41.3528,1,0,0,0,27.85
8994,60.6788,FALSE,339.86,2.3427,0.257309942,0,0,0,32.05
8995,63.8718,FALSE,137.42,3.6773,0.892857143,0,0,0,23.87
8996,1385.7129,TRUE,34.92,551.9222,1,0,0,0,25.53
8997,955.5386,TRUE,44.82,186.5988,1,1,0,0,22.64
8998,1814.6103,TRUE,244.01,991.2093,1,0.08695,0,0,22.64
8999,12274.7603,TRUE,60.05,8829.5,0,0,0,0,27.49
9000,168.7068,TRUE,108.86,104.6109,0,0,0,0,27.96
9001,1791.2614,TRUE,196.51,1853.7266,0.93877551,0,0,0,23.4
9002,108.7812,FALSE,113.17,34.3708,0,0,0,0,25.53
9003,80.0834,FALSE,266.38,15.1432,0.972222222,0.625,0,0,56.54
9004,150.0592,TRUE,32.75,776.0019,1,0,0,0,25.53
9005,0,FALSE,108.39,0,0,0,0,0,26.91
9006,256.2403,TRUE,177.3,120.3714,0.75,0,0,0,27.14
9007,22550.9261,TRUE,68.34,11551.8807,0.75,0,0,0,25.53
9008,693.1471,TRUE,36.87,152.8129,1,0,0,0,24.23
9009,236.0686,TRUE,80.48,322.7303,1,0.64285,0,0,22.64
9010,370.2714,TRUE,108.75,4593.0892,0,0,0,0,26.58
9011,82.5775,FALSE,467.2,6.8198,0.907232704,0.70454,0,0,46.58
9012,1662.0556,TRUE,72.14,875.7002,1,0,0,0,25.53
9013,2881.5192,TRUE,47.3,1682.4828,0,0.5,0,0,25.53
9014,200.5781,TRUE,69.44,6.9217,0.913043478,0.2,24.87,63.9962,0
9015,277.6017,TRUE,134.12,86.4761,0.7,0.35294,0,0,34.59
9016,2856.3897,TRUE,146.62,355.482,0,0.98863,0,0,41.99
9017,483.7662,TRUE,48.68,82.3962,1,0,0,0,23.4
9018,1871.1313,TRUE,77.8,1996.024,1,1,0,0,48.26
9019,103.6747,FALSE,185.53,20.3241,0,0.592,0,0,28.76
9020,161.6349,TRUE,83.18,11.426,1,0.14285,0,0,26.83
9021,2381.5122,TRUE,35.14,789.5053,1,0,0,0,22.64
9022,135.9481,FALSE,163.83,80.9666,0,0,0,0,25.53
9023,218.4614,TRUE,23.24,6.0525,1,0,0,0,0
9024,141.0106,FALSE,197,3.8133,0,0,0,0,0
9025,4945.1379,TRUE,49.42,10031.2544,0,1,0,0,24.77
9026,52.3965,FALSE,137.37,49.2213,0,0,0,0,58.29
9027,-115.4082,FALSE,70.57,1800.3001,1,0,0,0,23.4
9028,193.7344,TRUE,139.77,729.3174,1,0,0,0,28.72
9029,97.0351,FALSE,202.74,21.8398,1,0,0,0,36.66
9030,126.9615,FALSE,296.98,56.437,0,0,0,0,60.58
9031,158.8343,TRUE,99.18,27.9305,0,0,0,0,25.53
9032,9.8813,FALSE,840.05,2.2439,0,0,0,0,42.91
9033,23.1551,FALSE,330.18,4.2,0,0,0,0,36.28
9034,-63.4881,FALSE,325.62,4.3376,0.631578947,0.78947,0,0,0
9035,111.3291,FALSE,124.97,3.5384,1,0.42307,0,0,0
9036,9640.767,TRUE,44.95,2405.8187,1,1,0,0,24.77
9037,129.3125,FALSE,192.19,35.4763,0,0,0,0,0
9038,227.7904,TRUE,16.12,27.0756,1,0,0,0,0
9039,1497.1862,TRUE,126.48,2582.1936,0,0.25,0,0,26.58
9040,0,FALSE,158.84,0,0,0,0,0,36.08
9041,1933.269,TRUE,47.83,1702.5714,0,0.33333,0,0,25.82
9042,734.4086,TRUE,73.1,10738.379,1,0,0,0,40.48
9043,79.6389,FALSE,126.37,6.1435,0.823529412,0,0,0,0
9044,99.7522,FALSE,159.63,69.9829,0,0,0,0,28.72
9045,243.526,TRUE,97.85,81.1191,1,0,0,0,0
9046,17.2708,FALSE,1314.92,3.7764,0,0,0,0,64.37
9047,2715.5873,TRUE,74.47,777.6971,0,0,0,0,23.4
9048,114.5955,FALSE,444.85,56.6506,1,0,0,0,0
9049,40.1638,FALSE,1868.6,21.7488,0.991452991,0.43349,0,0,30.31
9050,1635.3296,TRUE,84.59,502.1624,1,0,0,0,24.77
9051,98.2348,FALSE,268.42,31.3804,0,0,0,0,32.4
9052,56.0859,FALSE,182.14,11.1937,1,0,0,0,25.82
9053,-427.9432,FALSE,57.32,3275.4008,1,1,0,0,24.77
9054,-7165.5273,FALSE,92.73,32098.1552,0,0,0,0,25.53
9055,426.6662,TRUE,93.69,208.9449,0,0.63636,0,0,24.7
9056,51.5569,FALSE,254.05,50.4105,0,0,0,0,37.16
9057,73.4173,FALSE,286.38,10.1591,0,0,0,0,36.73
9058,138.9623,FALSE,225.52,22.4211,0,0.77619,0,0,31.75
9059,59.6447,FALSE,602.71,21.6362,0,0.18274,0,0,53.27
9060,0,FALSE,40.44,0,0,0,0,0,9.49
9061,546.6394,TRUE,113.15,3890.9772,0,0,0,0,26.91
9062,308.2137,TRUE,252.14,214.4043,0.705882353,0.06666,0,0,25.53
9063,0,FALSE,87.07,0,0,0,0,0,30.1
9064,175.4581,TRUE,387.48,18.8154,0,0,0,0,36.84
9065,90.3218,FALSE,74.65,15.4545,0,0,0,0,11.55
9066,1407.771,TRUE,76.47,376.1523,0,0,0,0,24.77
9067,13.1423,FALSE,280.79,1.4444,0,0.02941,0,0,27.88
9068,287.1141,TRUE,166.71,205.2467,1,0.85714,0,0,31.66
9069,150.3801,TRUE,104.38,18.0184,0,0.91666,0,0,24.77
9070,79.2446,FALSE,84.79,24.5121,0,0,0,0,30.97
9071,31.0418,FALSE,126.67,630.9518,0,0,0,0,26.58
9072,217.9823,TRUE,120.34,62.6579,0.928571429,0,0,0,0
9073,97.0939,FALSE,294.58,4.0985,0.956521739,0,0,0,0
9074,192.8812,TRUE,150.73,52.3071,0,0,0,0,62.56
9075,68.0055,FALSE,285.84,7.8287,0,0,0,0,40.67
9076,1482.8563,TRUE,97.3,5223.2106,0,1,0,0,22.64
9077,94.7279,FALSE,98.46,299.2139,0,0,0,0,39.34
9078,318.4215,TRUE,82.44,992.7423,0,0,0,0,8.12
9079,125.5562,FALSE,139.97,35.8737,1,0,0,0,0
9080,-41.2744,FALSE,88.94,888.4288,0,0,0,0,24.77
9081,174.4266,TRUE,107.8,45.7826,0,0,0,0,24.77
9082,159.0726,TRUE,180.3,78.7356,0.947368421,0,0,0,0
9083,68.6518,FALSE,155.9,265.5105,0,0,0,0,11.08
9084,215.5248,TRUE,123.31,575.1998,1,0,0,0,29.85
9085,61.3518,FALSE,233.48,3.7784,0,0.98828,0,0,16.06
9086,56.9705,FALSE,118.41,0.3113,0,0.80082,0,0,4.09
9087,11942.4277,TRUE,88.14,7387.4776,0,0.25,0,0,28.08
9088,-377.7122,FALSE,195.7,1407.544,1,0.06976,0,0,23.4
9089,147.6201,FALSE,313.45,91.5221,0,0.21929,0,0,32.19
9090,80.8598,FALSE,143.47,37.7346,0,0,0,0,31.99
9091,139.7972,FALSE,96.65,44.8868,0,0,0,0,9.49
9092,116.4582,FALSE,276.8,7.8184,0,0,0,0,25.82
9093,122.4812,FALSE,98.48,130.8998,0,0,0,0,16.67
9094,57.9596,FALSE,119.45,164.2505,0,1,0,0,52.12
9095,28.6901,FALSE,245.41,13.7874,0,0.78873,0,0,28.72
9096,1777.2223,TRUE,31.18,601.9822,0,0,0,0,10.25
9097,247.6341,TRUE,85.09,9085.6078,0,0,0,0,40.88
9098,144.9157,FALSE,100.83,55.9024,0,0,0,0,12.39
9099,175.2174,TRUE,447.56,7.9147,0,0.01136,0,0,10.87
9100,5974.3826,TRUE,42.55,2670.1713,0,0,0,0,22.64
9101,41.7052,FALSE,178.15,23.5486,0,0.83333,0,0,56.52
9102,13.3018,FALSE,239.56,12.7423,0,0,0,0,47.42
9103,97.9568,FALSE,150.88,203.0921,0,0.8,0,0,25.53
9104,1827.169,TRUE,52.95,989.8222,0,0,0,0,24.77
9105,40.8481,FALSE,117.79,12.4414,0,0,0,0,25.82
9106,11470.709,TRUE,68.73,4532.4845,0,0.8,0,0,34.51
9107,0,FALSE,61.55,0,0,0,0,0,47.33
9108,76.2738,FALSE,94.09,90.9383,0,0,0,0,10.25
9109,506.7517,TRUE,92.49,3733.6855,0,0,0,0,26.62
9110,166.0446,TRUE,130.1,43.7995,0,0,0,0,24.77
9111,191.0602,TRUE,234.46,85.4049,0,0,0,0,0
9112,78.396,FALSE,1562.62,1.8543,0.061461794,0.50366,28.7,65.0275,10.93
9113,57.9261,FALSE,618.21,8.1422,0,0,0,0,23.4
9114,-71.3243,FALSE,86.36,319.5365,0,0,0,0,46.99
9115,377.7565,TRUE,114.23,73.024,0,0,0,0,26.58
9116,14310.2379,TRUE,124.2,2119.0961,0,0,0,0,11.63
9117,48086.1248,TRUE,30.04,21186.8455,0,0,0,0,9.42
9118,119.0423,FALSE,118.63,50.7589,0,0,0,0,39.84
9119,156.5801,TRUE,84.09,183.7521,0,0,0,0,25.53
9120,64.6706,FALSE,86.21,0.3408,0.28,0,11.6,29.8588,0
9121,284.4179,TRUE,140.86,86.012,0,0,0,0,12.68
9122,-165.7087,FALSE,156.85,252.5868,0,0,0,0,9.49
