Obs,RegOut1,ClassLabel,RegOut2,TimeTouchBps,Input1,Input2,Input3,Input4,Input5
36570,134.0929,FALSE,8.25,1.419,0.945454545,0,0,0,0
36571,1284.5961,TRUE,21.35,131.8714,0.857142857,0,11.03,24.9936,0.54
36572,108.064,FALSE,165.84,2.5164,0.883522727,0.54455,0,0,2.73
36573,183.865,TRUE,51.32,25.5612,1,0.66666,0,0,0
36574,165.3196,TRUE,194.56,16.4453,0.620253165,0,0,0,8.3
36575,78.7373,FALSE,186.37,4.5237,0.821052632,0,0,0,2.95
36576,239.4026,TRUE,3.26,3.1992,1,0.94117,0,0,0
36577,268.7107,TRUE,16.92,4.026,0.810810811,0,0,0,2.73
36578,2601.0406,TRUE,64.68,502.7043,0.5,0,0,0,1.54
36579,96.9505,FALSE,24.1,0.2335,0.878787879,0.22222,0,0,0
36580,131.5804,FALSE,13.44,0.2611,0.9,0,0,0,1.09
36581,2.0811,FALSE,314.01,11.7837,0,0,0,0,0
36582,152.5873,TRUE,74.56,2.3663,0.837209302,0,0,0,0
36583,118.0297,FALSE,168.05,4.1569,0.73699422,0,0,0,34.56
36584,73.6019,FALSE,91.22,0.9143,0.897435897,0,31.16,80.1872,0.54
36585,198.6792,TRUE,53.59,3.8149,0.875,0.45454,0,0,0.51
36586,66.7295,FALSE,562.33,1.5118,0.811320755,0.78504,69.2,153.2558,0
36587,14.4963,FALSE,1752.1,0.693,0.783732057,0.68118,40.23,103.5159,27.27
36588,134.9726,FALSE,79.08,9.7074,1,0.88461,0,0,0
36589,20.0051,FALSE,937.68,1.9802,0.594575303,0,151.41,342.9656,1.26
36590,191.9211,TRUE,25.66,5.0889,0.923076923,0,0,0,0
36591,120.1093,FALSE,19.16,0.824,1,0.25,0,0,0
36592,366.086,TRUE,2.87,2.3733,1,0,0,0,0
36593,300.093,TRUE,93.08,52.9709,0.714285714,0.75816,0,0,0.3
36594,82.0968,FALSE,86.23,2.1748,0.770833333,0.28571,0,0,4.13
36595,314.7419,TRUE,72.14,4.3668,0.882716049,0.64814,9.59,24.6838,0.23
36596,131.5966,FALSE,139.06,95.461,0.863636364,0,0,0,44.74
36597,228.9271,TRUE,27.44,9.0045,0.962264151,0,2.27,5.863,0
36598,101.6218,FALSE,54.21,0.7621,0.978723404,0,0,0,0
36599,120.6909,FALSE,228.02,4.3867,0.950413223,0,68.58,168.3231,0
36600,263.4023,TRUE,169.14,53.5405,0.956521739,0.8,17.62,45.3569,0
36601,23.3675,FALSE,272.06,6.3645,0.857954545,0,0,0,0.55
36602,15.9561,FALSE,218.46,0.6624,0.791139241,0,0,0,1.58
36603,19.2044,FALSE,216.62,1.8891,0.828025478,0,0,0,2.94
36604,181.0203,TRUE,108.6,6.8038,0.390804598,0,0,0,1.21
36605,170.621,TRUE,184.51,1.6483,0.886792453,0,0,0,0.84
36606,108.4544,FALSE,228.35,2.4655,0.802083333,0.57692,0,0,2.97
36607,93.5464,FALSE,651.94,1.9607,0.642,0.43085,18.34,47.1954,32.57
36608,290.2771,TRUE,62.15,91.7009,0.8125,0,0,0,0
36609,194.1122,TRUE,0.99,7.2572,1,0,0,0,0
36610,197.6499,TRUE,111.54,4.376,0.808988764,0.72727,15.88,35.9684,1.59
36611,257.3227,TRUE,6.6,1.1439,0.857142857,1,0,0,0
36612,172.771,TRUE,10.78,0.9356,0.95,0,0,0,0
36613,399.2379,TRUE,17.54,11.1305,0.965517241,0,0,0,7.73
36614,250.7562,TRUE,55.03,41.3601,1,1,0,0,0
36615,289.7956,TRUE,226.1,34.4816,0.867924528,0.89583,0,0,8.27
36616,17.9245,FALSE,127.71,0.8871,0.839160839,0,0,0,13.46
36617,75.7845,FALSE,69.95,0.5312,0.935483871,0.09677,0,0,0
36618,88.9154,FALSE,8.25,0.2006,0.960784314,0,0,0,0.22
36619,47.2936,FALSE,323.44,1.6667,0.93166287,0,0,0,9.44
36620,151.1991,TRUE,666.34,4.1268,0.822479929,0.70448,66.35,156.3733,26.29
36621,508.4957,TRUE,60.88,21.3844,0.861111111,0,47.53,93.1142,0
36622,157.9284,TRUE,152.83,4.4318,0.95951417,0.92753,0,0,27.63
36623,54.8673,FALSE,494.65,2.3583,0.822199383,0,36.85,94.8232,21.68
36624,76.3249,FALSE,103.75,0.8466,0.703389831,0,0,0,0
36625,188.1861,TRUE,5.56,14.5158,1,0,0,0,0
36626,147.4936,FALSE,81.22,23.8617,0.816326531,0,0,0,0
36627,150.0078,TRUE,98.49,0.6739,0.896995708,0.64615,0,0,0.77
36628,207.9695,TRUE,233.07,23.7449,0.8,0,4.66,11.9928,3.39
36629,179.2495,TRUE,14.89,5.2735,1,1,0,0,0
36630,116.559,FALSE,5.71,0.6529,0.931034483,0,0,0,0
36631,79.3617,FALSE,21.04,1.7747,1,0,0,0,0
36632,136.1426,FALSE,54.44,4.635,0.761904762,0,0,0,40.17
36633,142.8066,FALSE,12.39,0.5174,1,0,0,0,2.97
36634,304.3585,TRUE,19.53,4.7078,0.867768595,0,0,0,0.46
36635,54.4639,FALSE,1204.87,4.4812,0.024916944,0.30578,0,0,25.46
36636,237.5843,TRUE,64.3,10.0324,0.885714286,0,0,0,7.1
36637,86.1046,FALSE,54.05,1.4221,0.5,0.5,17.96,40.7013,0
36638,105.3372,FALSE,122.41,1.9181,0.707070707,0,12.93,33.29,6.22
36639,232.8568,TRUE,16.17,2.6334,0.94047619,0,0,0,0
36640,315.3846,TRUE,34.62,9.3049,0.939393939,0.89795,0,0,0.46
36641,243.6699,TRUE,191.52,10.3754,0.912946429,0,0,0,3.62
36642,159.5302,TRUE,30.84,0.6834,0.858064516,0.93939,0,0,0.52
36643,94.1998,FALSE,112.65,0.6278,0.849693252,0,0,0,0
36644,81.4048,FALSE,135.79,1.8968,0.86,0.78181,22.85,58.8012,0.53
36645,28.0856,FALSE,125.63,1.8241,0.837765957,0,0,0,8.23
36646,82.5875,FALSE,849.69,2.059,0.588235294,0,34.83,78.9024,34.03
36647,215.5388,TRUE,51.66,13.0927,0.933333333,0.5625,0,0,0
36648,233.2339,TRUE,24.49,12.3219,0.868421053,0,0,0,0
36649,289.1039,TRUE,24.28,5.2475,0.857142857,1,4.66,11.9928,0.61
36650,98.6326,FALSE,111.37,2.6351,0.922580645,0.9647,0,0,62.15
36651,129.952,FALSE,33.24,1.289,0.973684211,0,12.85,33.0868,0.22
36652,352.3266,TRUE,53.77,45.42,1,1,17.47,41.3617,0
36653,217.7904,TRUE,101.53,13.0663,0.932835821,0.80952,10.76,27.6993,6.85
36654,183.5726,TRUE,31.44,6.1775,1,0,0,0,0
36655,146.7347,FALSE,50.24,2.2352,0.977777778,0,0,0,7.76
36656,204.0112,TRUE,34.54,6.6063,1,0,0,0,1.59
36657,217.9958,TRUE,8.2,4.353,0.25,0,0,0,2.97
36658,52.1343,FALSE,1420.77,4.8417,0.840255591,0.73255,106.08,225.6322,3.8
36659,266.6537,TRUE,61.65,19.5581,1,0.25,7.61,14.9119,0
36660,133.0346,FALSE,3.82,0.5857,0.979166667,0,0,0,1.59
36661,402.4456,TRUE,134.84,29.8196,0.90625,0,21.17,54.4914,19.33
36662,119.1178,FALSE,101.25,0.7078,0.735294118,0,0,0,0
36663,68.2687,FALSE,67.87,1.8758,0.919642857,0,0,0,0
36664,530.0613,TRUE,1972.1,61.4708,0.806136681,0.25824,0,0,8.58
36665,210.2554,TRUE,48.06,11.1656,0.846153846,0,0,0,0
36666,228.3485,TRUE,8.95,1.1779,0.971014493,0,0,0,0
36667,57.0562,FALSE,301.3,4.0124,0.714285714,0,0,0,10.67
36668,91.6773,FALSE,2435.43,4.424,0.517209302,0.5222,62.01,150.325,111.35
36669,220.1699,TRUE,790.08,22.7691,0.997811816,0.06645,0,0,0
36670,388.545,TRUE,578.96,60.8659,0.894859813,0.01895,54.43,119.3824,3.85
36671,241.8897,TRUE,8.52,3.5576,0.827586207,0,0,0,0
36672,211.8751,TRUE,54.94,10.485,1,0,0,0,0
36673,226.999,TRUE,39.89,11.7921,0.972222222,0,0,0,0
36674,101.4515,FALSE,177.13,0.9845,0.795454545,0,0,0,0.43
36675,-260.2368,FALSE,241.26,324.7389,1,0,0,0,0
36676,537.5519,TRUE,102.09,17.1953,1,0.20689,14.82,38.1549,2.43
36677,43.693,FALSE,467.2,3.8531,0.879828326,0.95555,29.61,72.2966,4.62
36678,186.6493,TRUE,39.55,2.2326,1,0,0,0,0
36679,62.1894,FALSE,523.68,1.7759,0.776315789,0,66.02,169.87,28.23
36680,68.4268,FALSE,156.81,0.6282,0.928571429,0.14285,0,0,0
36681,138.6855,FALSE,34.6,1.7289,1,0,0,0,0
36682,209.2033,TRUE,244.29,29.4839,0.903225806,1,0,0,0
36683,135.6584,FALSE,173.88,3.735,0.898648649,0.18421,0,0,1.47
36684,86.4282,FALSE,518.6,6.3424,0.836956522,0.08988,0,0,19.81
36685,193.0983,TRUE,20.65,13.163,0.92,0,0,0,0
36686,62.1268,FALSE,486.33,5.8629,0.823529412,0,73.61,166.7434,0
36687,52.5627,FALSE,2257.01,2.9785,0.679640719,0.54949,143.49,301.387,66.06
36688,97.9622,FALSE,51.94,0.9016,0.775,0,0,0,0.22
36689,182.2837,TRUE,58.08,7.0897,0.91954023,0.94285,26.2,67.4353,10.05
36690,96.1187,FALSE,184.73,2.4264,0.502304147,0,0,0,8.54
36691,255.4871,TRUE,11.92,41.7024,1,0,0,0,0
36692,321.8829,TRUE,3.51,4.5227,0.903225806,0,0,0,0
36693,229.9382,TRUE,73.47,15.1052,0.910891089,0,0,0,0
36694,65.3534,FALSE,626.93,4.9109,0.707762557,0,82.66,199.9542,2.78
36695,116.3749,FALSE,33.46,0.6689,0.715517241,0,0,0,0.61
36696,232.4126,TRUE,34.55,2.8086,0.794117647,0,0,0,0.53
36697,65.2043,FALSE,1235.75,2.4054,0.875877193,0.7737,101.72,230.3975,38.01
36698,238.3099,TRUE,25.97,0.523,0.894736842,0.62962,0,0,0
36699,176.7334,TRUE,25.75,6.4481,1,1,0,0,0
36700,57.2654,FALSE,3565.06,5.0127,0.587975243,0.06981,141.64,320.8196,7.37
36701,82.6085,FALSE,229.35,35.8889,0.942857143,0.77777,0,0,7.1
36702,176.2045,TRUE,20.06,1.1124,0.923469388,0,0,0,1.59
36703,97.7442,FALSE,66.37,3.5215,0.976190476,0,0,0,0
36704,29.3006,FALSE,37.38,0.1674,0.890410959,0.89473,0,0,2.36
36705,162.4961,TRUE,180.82,6.3808,0.878326996,0,37.68,85.3635,36.91
36706,164.2173,TRUE,97.64,3.0386,1,0.575,0,0,54.72
36707,87.9406,FALSE,57.5,9.1775,1,0,0,0,0
36708,276.5699,TRUE,5.6,3.4468,0.8,0.33333,0,0,0
36709,101.1913,FALSE,212.3,1.9636,0.818681319,0,26.55,67.8773,5.75
36710,156.9044,TRUE,115.68,0.4056,0.876923077,0.54761,0,0,0
36711,60.308,FALSE,2099.89,12.1795,0.101010101,0,103.62,250.8467,0
36712,13.9589,FALSE,5791.74,1.3693,0.826565144,0.19076,118.33,176.667,34.2
36713,75.9149,FALSE,102.28,0.6249,0.735074627,0,0,0,0.85
36714,155.0059,TRUE,13.25,3.0297,0.975,0,0,0,0
36715,60.5091,FALSE,171.82,0.3165,0.309278351,0.25,0,0,3.12
36716,31.5779,FALSE,1230.41,0.9853,0.931052094,0.79401,107.53,276.6834,20.86
36717,164.053,TRUE,327.44,37.1367,0.951219512,0,0,0,55.64
36718,118.0382,FALSE,70.9,2.5125,0.875,0,0,0,3.44
36719,326.0648,TRUE,69.76,20.6066,0.964285714,0.35714,19.03,48.9704,0
36720,251.6852,TRUE,1.85,5.3723,1,0,0,0,0
36721,150.1416,TRUE,53.78,1.0827,0.5,0.5,11.36,25.7519,0
36722,75.1833,FALSE,232.09,3.1999,0.473520249,0,0,0,6.47
36723,308.6221,TRUE,15.88,21.0303,0.892857143,0,0,0,0
36724,130.6527,FALSE,301.72,8.0464,0.923728814,0.28846,0,0,0.76
36725,128.5456,FALSE,180.44,7.2705,0.731481481,0,33.01,84.955,61.3
36726,185.5222,TRUE,32.74,3.6599,1,0,0,0,0
36727,116.118,FALSE,39.64,0.6278,0.914285714,1,10.84,27.9139,0
36728,106.4823,FALSE,845.94,3.7706,0.784796574,0,91.24,207.8617,15.45
36729,185.5631,TRUE,256.29,20.4077,1,1,0,0,50.88
36730,98.9895,FALSE,29,1.6914,0.818181818,0,0,0,0
36731,137.2055,FALSE,2.87,0.049,1,0,0,0,0
36732,61.7277,FALSE,748.24,0.649,0.094161959,0,9.83,24.2725,36.17
36733,133.2476,FALSE,223.14,3.3336,0.832618026,0,0,0,5.67
36734,101.9666,FALSE,102.86,4.7772,0.821428571,0.57142,0,0,0
36735,95.6728,FALSE,118,9.9296,0.833333333,0,0,0,1.26
36736,590.0562,TRUE,11.63,8.7211,0.928571429,0,0,0,0
36737,250.5511,TRUE,53.25,9.0541,0,0,0,0,0
36738,273.5491,TRUE,26.69,3.0149,0.954545455,0,0,0,0
36739,254.7179,TRUE,31.86,13.2492,0.888888889,0,0,0,4.32
36740,184.5841,TRUE,31.13,5.6736,1,0,0,0,0
36741,217.8085,TRUE,77.66,12.6986,0.852459016,0,0,0,0
36742,247.6247,TRUE,27.46,15.8207,0.9375,0,0,0,0
36743,102.4868,FALSE,19.59,1.5996,0.906666667,0,0,0,0.62
36744,310.011,TRUE,23.85,14.1431,1,0,5.29,11.9928,0
36745,126.5104,FALSE,157.49,4.597,0.840336134,0.8409,78.76,202.6605,1.46
36746,236.0921,TRUE,8.64,1.4945,1,0,0,0,0
36747,265.0641,TRUE,8.56,18.2119,0.952380952,0,0,0,0
36748,172.5756,TRUE,522.27,21.6209,0.833333333,0,48.81,125.5909,0
36749,99.8453,FALSE,57.47,3.249,0.653846154,0,0,0,0
36750,242.3137,TRUE,18.3,4.604,0.787234043,0,0,0,0.3
36751,211.5577,TRUE,38.99,10.3476,1,0,0,0,0
36752,192.1418,TRUE,18.18,2.0214,0.333333333,0,0,0,0
36753,168.499,TRUE,93.09,14.0002,0.611111111,0,0,0,0
36754,234.7417,TRUE,58.48,15.501,0.885714286,1,8.74,22.4923,0.54
36755,1140.3063,TRUE,172.35,682.4889,1,1,17.79,45.7778,0
36756,244.1074,TRUE,668.92,72.0691,0.833030853,0,22.98,45.0176,8.74
36757,275.2314,TRUE,0.84,3.881,1,0,0,0,0
36758,401.7505,TRUE,73.21,13.1521,0.903225806,0.22222,21.04,52.3478,0
36759,632.5827,TRUE,25.68,34.3005,0.966666667,0,23.58,60.6938,0.77
36760,74.5457,FALSE,201.98,0.5197,0.492907801,0,36.69,94.4116,3.61
36761,256.3933,TRUE,22.92,7.3862,0.972222222,0,0,0,0
36762,123.3662,FALSE,28.93,1.1719,0.939393939,0,0,0,0
36763,191.1038,TRUE,10.33,3.875,1,0,0,0,0
36764,311.3595,TRUE,141.5,31.3414,0.995,0,0,0,0.66
36765,102.8829,FALSE,55.68,1.9723,0.930434783,0.82051,0,0,2.31
36766,170.2346,TRUE,105.93,6.8742,0.934210526,0,0,0,0
36767,31.0614,FALSE,34.02,0.5247,0.873015873,0,10.84,27.9139,0.67
36768,175.5085,TRUE,350.82,24.1132,0.91025641,0.37037,51.71,133.0505,0
36769,143.2097,FALSE,3.9,0.5871,1,0,0,0,0
36770,160.0696,TRUE,1320.34,24.1578,0.782608696,0.47812,18.09,35.437,65.19
36771,96.6825,FALSE,13.84,1.4551,1,1,0,0,7.73
36772,200.0877,TRUE,37.61,5.2999,0.833333333,0,0,0,0
36773,82.3836,FALSE,90.41,0.9377,0.755952381,0.71111,0,0,0
36774,135.0265,FALSE,14.01,0.8814,0.923076923,1,0,0,0
36775,413.0183,TRUE,16.01,24.5877,0.9,0,0,0,0
36776,235.5482,TRUE,260.12,29.4336,0.627539503,0,0,0,4.03
36777,162.9154,TRUE,166.66,4.5737,0.435114504,0,0,0,2.67
36778,330.663,TRUE,17.55,7.7748,1,0,0,0,0
36779,352.1581,TRUE,31.97,24.0321,0.875,1,0,0,0
36780,56.9812,FALSE,135.03,0.5784,0.845238095,0.67441,42.17,95.5306,7.76
36781,98.8355,FALSE,28.14,0.5243,0.954545455,0,0,0,0
36782,49.2536,FALSE,2742.57,7.5439,0.68445122,0,100.5,258.5992,19.8
36783,186.5228,TRUE,130.31,45.5352,1,0.81818,0,0,0
36784,172.557,TRUE,93.88,1.9808,0.699115044,0.08823,0,0,3.03
36785,151.4648,TRUE,88.37,7.2412,0.444444444,0,23.16,55.8278,0
36786,215.2765,TRUE,8.92,3.5896,0.9375,0,0,0,0
36787,119.6544,FALSE,44.27,2.7683,0.871794872,0,0,0,0
36788,410.7241,TRUE,399,225.0841,0.930434783,0,86.23,199.498,0
36789,94.1941,FALSE,174.35,3.6848,0.924528302,0,47.33,107.2124,0
36790,752.3229,TRUE,170.71,2.0006,0.641509434,0.56451,0,0,0.53
36791,122.3928,FALSE,286.9,9.7747,0.857142857,0,44.38,114.2014,0
36792,229.7284,TRUE,80.17,20.0197,0.901960784,0,12.85,33.0868,0
36793,179.9655,TRUE,69.58,4.3698,0.897260274,0.8923,0,0,0.32
36794,552.2608,TRUE,81.41,53.3077,0.8,0,33.76,71.2628,0
36795,123.5173,FALSE,267.23,2.8131,0.845637584,0.87214,19.22,49.4516,2.86
36796,193.4448,TRUE,3.56,2.5146,0.933333333,0.88888,0,0,0
36797,261.0455,TRUE,33.6,12.31,0.742424242,0,0,0,0
36798,174.5387,TRUE,91.31,4.2988,0.85,0,23.05,59.3243,0
36799,34.7542,FALSE,40.12,1.2687,0.936170213,0,0,0,12.38
36800,127.876,FALSE,22.5,2.8701,0.941176471,0,0,0,0
36801,304.8139,TRUE,36.32,18.1167,0.954545455,0,0,0,1.59
36802,135.799,FALSE,7.55,0.784,0.994252874,0,0,0,0
36803,98.2259,FALSE,157.71,2.9669,0.981481481,0.97435,72.58,164.3946,2.73
36804,235.9076,TRUE,26.08,5.1219,0.714285714,0,0,0,0
36805,193.3312,TRUE,9.18,1.0218,1,0,0,0,0
36806,203.131,TRUE,8.03,1.5689,0.916666667,1,0,0,0
36807,55.8459,FALSE,232.63,6.1857,0.819444444,0,19.88,51.1569,7.46
36808,138.0738,FALSE,359.38,16.5248,0.935064935,0,0,0,2.14
36809,166.026,TRUE,162.41,10.0744,0.846153846,0.33333,0,0,2
36810,144.3506,FALSE,12.97,0.8763,1,0,0,0,0
36811,267.4616,TRUE,37.71,6.2606,0.984375,0,0,0,0
36812,94.8054,FALSE,42.54,0.2827,0.784313725,0.46428,0,0,0
36813,86.9404,FALSE,84.39,1.463,0.791946309,0,0,0,0.32
36814,51.6459,FALSE,722.97,5.377,0.787878788,0,37.79,97.2375,8.25
36815,125.8921,FALSE,503.85,8.2115,0.960784314,0,26.64,60.3543,74.12
36816,27.4131,FALSE,57.37,0.4988,0.817679558,0,0,0,3.79
36817,240.109,TRUE,95.19,15.6447,1,1,37.5,92.4597,18
36818,92.173,FALSE,6.23,0.743,1,0,0,0,0
36819,106.1753,FALSE,36.32,0.3055,0.85483871,0,0,0,0
36820,3731.8009,TRUE,68.01,629.5966,0.6,0,27.61,71.0476,0
36821,189.2794,TRUE,47.67,39.6334,1,0,0,0,0
36822,43.7795,FALSE,97.48,2.3193,0.585365854,0,0,0,0
36823,103.8548,FALSE,79.4,2.1519,0.704918033,0,0,0,0
36824,229.5359,TRUE,49.93,6.8929,0.818181818,0,28.56,73.4973,0
36825,140.9335,FALSE,71.74,2.151,0.967741935,0,0,0,0.46
36826,69.3856,FALSE,232.92,1.4737,0.727272727,0,0,0,57.82
36827,157.6079,TRUE,192.06,1.6147,0.847715736,0.86896,24.16,62.1779,4.56
36828,316.5821,TRUE,3.55,2.5228,0.92,0,0,0,0.3
36829,125.2612,FALSE,38.61,2.2833,0.864197531,0,0,0,2.97
36830,36.9971,FALSE,3642.48,2.0292,0.83424408,0,94.98,199.6899,3.73
36831,31.9067,FALSE,697.77,1.3741,0.600522193,0.56593,49.59,112.3302,22.57
36832,168.9685,TRUE,77.93,10.2582,0.943262411,0.89583,0,0,0.84
36833,62.0876,FALSE,2825.34,0.9628,0.86025,0.35818,51.83,133.3707,16.07
36834,120.1513,FALSE,649.54,8.2648,0.849462366,0,26.18,59.3034,0
36835,116.9386,FALSE,40.79,0.5763,0.808510638,0.84615,0,0,0
36836,96.2374,FALSE,5670.18,19.3914,0.784615385,0.01998,0,0,30.83
36837,157.2228,TRUE,68.27,21.3467,0.944444444,0,0,0,3.81
36838,20.5024,FALSE,1223.6,0.501,0.903688525,0.04794,0,0,19.33
36839,220.1264,TRUE,143.66,23.3455,1,0,79.35,182.0955,0
36840,330.1955,TRUE,58.92,35.392,0.944444444,0,4.73,12.1738,0
36841,161.0347,TRUE,12.99,3.8622,0.979452055,0,0,0,0
36842,82.3458,FALSE,16.62,1.0241,0.714285714,0,0,0,0
36843,60.8567,FALSE,527.11,2.172,0.792626728,0.90909,41.84,107.6558,3.23
36844,151.5532,TRUE,157.19,10.9774,0.891891892,0,72.74,187.174,2.97
36845,136.9417,FALSE,90.47,4.9129,0.862068966,0,32.36,83.2719,0.3
36846,52.5872,FALSE,783.88,1.5527,0.877470356,0,73.51,144.0067,65.34
36847,227.8919,TRUE,188.43,15.9467,0.93,0,0,0,0
36848,36.0735,FALSE,93.82,0.5311,0.666666667,0,0,0,2.97
36849,584.7256,TRUE,57.35,57.2828,0.944444444,0,0,0,0.53
36850,46.8348,FALSE,77.89,1.2144,0.820754717,0.5,15.81,40.7013,1.2
36851,-25.3555,FALSE,99.63,564.27,1,0,0,0,0
36852,883.9459,TRUE,7.3,39.5109,1,0,0,0,0
36853,48.3226,FALSE,121.19,2.3079,0.894117647,0,0,0,0
36854,161.2035,TRUE,85.77,3.668,1,1,38.7,99.5722,0
36855,28.8732,FALSE,3029.21,2.4247,0.794186047,0,278.49,669.6793,65.25
36856,211.0958,TRUE,49.88,14.939,0.952380952,0,0,0,41.75
36857,133.7556,FALSE,24.48,1.0241,0.907692308,0,15.81,40.7013,0
36858,124.7531,FALSE,24.26,2.2806,0.987341772,0,0,0,3.05
36859,519.1748,TRUE,26.03,26.6109,1,0,13.99,36.0146,0
36860,118.2675,FALSE,170.71,1.4177,0.830065359,0.15517,30.89,69.9665,6.62
36861,206.3133,TRUE,7.23,3.4629,1,0,0,0,0
36862,185.7729,TRUE,341.82,15.0159,0.86631016,0.45454,93.27,226.558,7.1
36863,136.752,FALSE,75.63,2.4737,1,0.44444,0,0,0
36864,104.1449,FALSE,167.4,1.6124,0.694915254,0,0,0,6.59
36865,231.6084,TRUE,1.64,1.714,1,0,0,0,0
36866,27.2134,FALSE,176.43,1.0271,0.074074074,0.93333,53.77,129.7881,21.5
36867,60.1623,FALSE,716.93,1.8318,0.878495661,0.89433,39.43,89.3239,0.54
36868,221.0442,TRUE,290.63,5.4433,0.7,0.16161,15.21,39.1381,24.55
36869,233.4072,TRUE,50.96,14.8154,0.902439024,0.47058,0,0,0
36870,324.3328,TRUE,7.32,3.6599,1,0,5.29,11.9928,0
36871,343.8958,TRUE,54.89,58.1527,1,0,0,0,0
36872,253.3711,TRUE,26.39,17.8653,1,0,0,0,0
36873,84.4893,FALSE,138.95,1.2028,0.6875,0.75,0,0,0.66
36874,65.2134,FALSE,83.52,0.6535,0.840277778,0,0,0,1.63
36875,129.0889,FALSE,80.63,1.9161,0.547945205,0,0,0,0
36876,224.8569,TRUE,180.31,12.9114,0.80952381,0,24.82,63.861,39.16
36877,262.4675,TRUE,171.25,34.5194,0.791666667,0,65.79,162.262,0
36878,90.2515,FALSE,242.46,3.3677,0.636363636,0,32.56,83.7845,41.15
36879,101.2822,FALSE,56.08,0.4875,0.538461538,0.625,0,0,0
36880,75.7931,FALSE,1247,2.0035,0.891873278,0.03957,0,0,3.71
36881,82.3033,FALSE,493.93,2.0418,0.804832714,0,0,0,15
36882,293.3728,TRUE,47.82,21.839,0.6,0.57142,0,0,0
36883,159.7684,TRUE,89.83,351.5369,1,0,0,0,0
36884,379.6156,TRUE,37.57,1.3737,1,0.16,0,0,0
36885,228.6946,TRUE,10.27,1.8982,0.8,0,0,0,0
36886,175.4913,TRUE,18.34,2.3585,1,0,0,0,0
36887,125.1316,FALSE,49.47,5.3169,0.98019802,0.83333,0,0,0
36888,75.8387,FALSE,207.23,0.8577,0.673249551,0,0,0,1.83
36889,142.5905,FALSE,37.09,0.9335,0.74,0,0,0,4.32
36890,167.2805,TRUE,30.17,2.0939,0.895833333,0.33333,0,0,0.23
36891,136.3423,FALSE,81.33,1.2399,0.922636103,0,0,0,2.97
36892,270.2733,TRUE,49.22,12.3244,0.8,0,0,0,0
36893,74.9366,FALSE,190.75,4.7593,0.82,0.65,39.15,100.7393,11.41
36894,149.1948,FALSE,72.25,2.7395,0.972222222,0,0,0,0
36895,85.9649,FALSE,134.75,0.5172,0.844290657,0,64.25,165.3194,3.29
36896,46.696,FALSE,233.85,0.3263,0.733082707,0.42708,44.02,113.2803,0
36897,1097.875,TRUE,51.51,68.4569,1,0,0,0,0
36898,105.1293,FALSE,143.86,2.6933,0.934343434,0.78,23.6,53.4675,3.04
36899,158.4053,TRUE,68.27,3.8745,0.765432099,0,0,0,3.74
36900,113.3258,FALSE,45.53,9.4359,1,0,0,0,0
36901,183.361,TRUE,21.38,19.5976,0.88,0,0,0,0
36902,94.5229,FALSE,87.4,1.696,0.722891566,0,0,0,3.14
36903,104.8562,FALSE,42.16,0.8514,0.990825688,0,0,0,0
36904,86.7131,FALSE,4.86,0.5093,1,0,0,0,0
36905,32.2336,FALSE,12.14,5.1691,1,0,0,0,0
36906,146.3559,FALSE,573.34,4.9266,0.706896552,0.53658,0,0,3.96
36907,250.7213,TRUE,56.37,12.0993,0.714285714,0,0,0,25.77
36908,80.1165,FALSE,118.17,2.324,0.863157895,0.82786,0,0,0.66
36909,16.746,FALSE,732.75,1.2856,0.742043551,0.62385,84.85,204.4593,1.47
36910,-7.8546,FALSE,892.5,22.9391,0.682313495,0.01098,0,0,2.86
36911,128.5137,FALSE,76.87,2.303,0.807692308,0.83333,0,0,0.98
36912,7239.6903,TRUE,68.87,817.4605,1,0,25.37,65.2835,6.85
36913,94.1741,FALSE,142.27,3.8846,0.693548387,0,0,0,2.95
36914,235.3346,TRUE,90.42,7.8866,0.874458874,0,0,0,6.36
36915,285.1797,TRUE,10.18,8.3627,1,0,0,0,2.97
36916,63.7221,FALSE,79.13,1.3093,0.94011976,0,0,0,2.68
36917,91.9033,FALSE,127.02,1.0849,0.655172414,0,0,0,0.3
36918,320.8969,TRUE,259.07,82.16,0.929936306,0,0,0,0
36919,257.363,TRUE,40.52,4.4355,0.793103448,0,15.81,40.7013,0
36920,546.8123,TRUE,134.22,79.9299,1,0,32.4,63.4852,25.98
36921,263.0016,TRUE,76.51,15.0093,0.977272727,0,17.96,40.7013,0
36922,61.9251,FALSE,100.84,1.0141,0.87704918,0.31707,0,0,0
36923,172.0926,TRUE,1092.39,19.9195,0.924349882,0.9178,28.47,73.2646,0.3
36924,230.3954,TRUE,29.38,16.7754,1,0,0,0,0
36925,122.2915,FALSE,86.8,2.4206,0.806451613,0,0,0,10.11
36926,66.3649,FALSE,199.52,4.7279,0.520408163,0,0,0,1.4
36927,113.8846,FALSE,32.02,0.8369,1,0,12.06,31.0358,0
36928,21.935,FALSE,32.43,0.5275,0.892045455,0,0,0,0
36929,101.1723,FALSE,496.07,4.7855,0.860031104,0,37,95.2175,3.74
36930,216.9885,TRUE,29.17,7.041,0.484848485,0,0,0,0
36931,366.5184,TRUE,261.17,141.6611,0.96969697,1,0,0,72.22
36932,149.1754,FALSE,17.43,0.6846,0.933333333,0.42857,0,0,0
36933,80.8419,FALSE,8.65,0.4794,0.777777778,0,0,0,0
