STATION,NAME,STATE,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-01,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-02,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-03,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-04,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-05,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-06,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-07,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-08,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-09,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-10,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-11,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-12,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-13,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-14,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-15,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-16,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-17,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-18,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-19,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-20,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-21,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-22,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-23,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-24,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-25,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-26,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-27,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-28,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-29,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-06-30,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-07-01,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-07-02,,,,,,
US1NYSF0002,"RIVERHEAD 1.3 SSE, NY US",New York,40.93,-72.67,13.1,2010-07-03,,,,,,
